date,value
2022-01-01,28.13333333333333
2022-01-02,27.6375
2022-01-03,26.920833333333338
2022-01-04,27.23333333333333
2022-01-05,27.066666666666666
2022-01-06,27.637500000000003
2022-01-07,28.00833333333333
2022-01-08,28.645833333333343
2022-01-09,26.72916666666666
2022-01-10,27.837499999999995
